|rmse_cf_cosin|rmse_cf_pearson|rmse_pop|mae_cf_cosin|mae_cf_pearson|mae_pop
0|4.142587018838701|4.17308337701563|4.590062716619244|1.9571616839280017|1.9612823745118526|2.0128863047171888
