u|v|s
631.0|2655.0|0.0
631.0|3464.0|0.0
631.0|8196.0|0.0
631.0|3710.0|0.0
631.0|1762.0|0.0
631.0|2135.0|0.0
631.0|3006.0|0.029351660373535243
631.0|6497.0|0.0
631.0|3252.0|0.0
631.0|2653.0|0.0
631.0|1378.0|0.0
631.0|8535.0|0.0
631.0|8004.0|0.0
631.0|1061.0|0.0
631.0|5893.0|0.0
631.0|2528.0|0.0
631.0|2144.0|0.0
631.0|7470.0|0.0
631.0|6755.0|0.0
631.0|5388.0|0.0
631.0|1707.0|0.0
631.0|3177.0|0.0
631.0|8664.0|0.0
1185.0|2701.0|0.0
1185.0|4454.0|0.0
1185.0|4454.0|0.0
1185.0|8339.0|0.0
1185.0|2014.0|0.0
1255.0|1260.0|0.0
1255.0|1212.0|0.0
1255.0|1859.0|0.0
1255.0|997.0|0.0
1255.0|3065.0|0.0
1255.0|1281.0|0.0
1255.0|1222.0|0.0
1255.0|4502.0|0.0
1255.0|5561.0|0.0
1255.0|1582.0|0.0
1255.0|4462.0|0.0
1255.0|1100.0|0.0
1255.0|537.0|0.0
1255.0|429.0|0.0
1255.0|1452.0|0.0
1255.0|1105.0|0.0
1255.0|2568.0|0.0
1255.0|987.0|0.0
1255.0|1356.0|0.0
1255.0|3747.0|0.0
1255.0|1334.0|0.0
1255.0|1552.0|0.0
1255.0|981.0|0.0
1255.0|4939.0|0.0
1255.0|4619.0|0.0
1255.0|631.0|0.0
1255.0|286.0|0.0
1255.0|8372.0|0.0
1255.0|920.0|0.0
1255.0|4547.0|0.0
1255.0|1175.0|0.0
1255.0|4177.0|0.0
1255.0|8632.0|0.0
1255.0|622.0|0.0
1255.0|4294.0|0.0
1255.0|1359.0|0.0
1255.0|1165.0|0.0
1255.0|3317.0|0.0
1255.0|1111.0|0.0
1255.0|1037.0|0.0
1255.0|1024.0|0.0
1255.0|2309.0|0.0
1255.0|7624.0|0.0
1255.0|2765.0|0.0
1255.0|1718.0|0.0
1255.0|2914.0|0.0
1255.0|64.0|0.0
1255.0|373.0|0.0
1255.0|1720.0|0.0
1255.0|4415.0|0.0
1255.0|957.0|0.0
1255.0|1042.0|0.0
1255.0|1023.0|0.0
1255.0|6480.0|0.0
1255.0|5227.0|0.0
1255.0|3032.0|0.0
1255.0|2053.0|0.0
1255.0|791.0|0.0
1255.0|446.0|0.0
1255.0|955.0|0.0
1255.0|7013.0|0.0
1255.0|2155.0|0.0
1255.0|7072.0|0.0
1255.0|1218.0|0.0
1255.0|7020.0|0.0
1255.0|1592.0|0.0
1255.0|3415.0|0.0
1255.0|186.0|0.0
1255.0|1282.0|0.0
1255.0|3411.0|0.0
1255.0|1314.0|0.0
1255.0|966.0|0.0
1255.0|8654.0|0.0
1191.0|68.0|0.0
1191.0|6784.0|0.0
2512.0|5369.0|0.0
2512.0|6552.0|0.0
2512.0|3036.0|0.0
2512.0|6985.0|0.0
2512.0|1631.0|0.0
2512.0|4174.0|0.0
2512.0|4176.0|0.0
2512.0|7956.0|0.0
2512.0|6941.0|0.0
2512.0|128.0|0.0
2512.0|2316.0|0.0
2512.0|335.0|0.0
2512.0|5297.0|0.0
2512.0|5321.0|0.0
2512.0|6440.0|0.0
2512.0|3668.0|0.0
2512.0|1825.0|0.0
2512.0|7543.0|0.0
2512.0|256.0|0.0
2512.0|2803.0|0.0
2512.0|6448.0|0.0
2512.0|7456.0|0.0
2512.0|1899.0|0.0
2512.0|1386.0|0.0
2512.0|6541.0|0.0
2512.0|2799.0|0.0
2512.0|6491.0|0.0
2512.0|1403.0|0.0
2512.0|4015.0|0.0
2512.0|4345.0|0.0
2512.0|886.0|0.0
2512.0|4254.0|0.0
2512.0|819.0|0.0
2512.0|5035.0|0.0
2512.0|4303.0|0.0
2512.0|1396.0|0.0
2512.0|5583.0|0.0
2512.0|2005.0|0.0
2512.0|5532.0|0.0
2512.0|1565.0|0.0
2512.0|4026.0|0.0
2512.0|7766.0|0.0
2512.0|2735.0|0.0
2512.0|6939.0|0.0
2512.0|6527.0|0.0
2512.0|733.0|0.0
2512.0|1410.0|0.0
388.0|4552.0|0.0
388.0|7081.0|0.0
388.0|3171.0|0.0
388.0|5962.0|0.0
388.0|3101.0|0.0
388.0|7724.0|0.0
388.0|2763.0|0.0
388.0|4490.0|0.0
388.0|6533.0|0.0
388.0|6697.0|0.0
388.0|7195.0|0.0
388.0|1664.0|0.0
388.0|4687.0|0.0
388.0|5604.0|0.0
388.0|1669.0|0.0
388.0|5912.0|0.0
388.0|2481.0|0.0
388.0|4626.0|0.0
388.0|1614.0|0.0
388.0|3718.0|0.0
388.0|6934.0|0.0
388.0|6571.0|0.0
388.0|7218.0|-1.4993207767169778
388.0|5924.0|0.0
388.0|2733.0|0.0
388.0|7921.0|0.0
388.0|3499.0|0.0
388.0|3923.0|0.0
388.0|2878.0|0.0
388.0|4407.0|0.0
388.0|4614.0|0.0
388.0|7354.0|0.0
388.0|5299.0|0.0
388.0|2633.0|0.0
388.0|6960.0|0.0
388.0|7595.0|0.0
388.0|3126.0|0.0
388.0|3357.0|0.0
388.0|4386.0|0.0
388.0|2407.0|0.0
388.0|1640.0|0.0
388.0|1686.0|0.0
388.0|1730.0|0.0
388.0|3941.0|0.0
388.0|3974.0|0.0
388.0|3174.0|0.0
388.0|8434.0|0.0
388.0|2202.0|0.0
388.0|5721.0|0.0
388.0|4280.0|0.0
388.0|1658.0|0.0
388.0|3181.0|0.0
388.0|7367.0|0.0
388.0|6674.0|0.0
388.0|4476.0|0.0
388.0|4360.0|0.0
388.0|1408.0|0.0
388.0|3655.0|0.0
388.0|3127.0|0.0
388.0|7181.0|0.0
388.0|3097.0|0.0
388.0|1378.0|0.0
388.0|8224.0|0.0
388.0|5576.0|0.0
388.0|2388.0|0.0
388.0|2751.0|0.0
388.0|2058.0|0.0
388.0|2536.0|0.0
388.0|8535.0|0.0
388.0|2053.0|0.0
388.0|1392.0|0.0
388.0|5972.0|0.0
388.0|2449.0|0.0
388.0|6169.0|0.0
388.0|6583.0|0.0
388.0|3290.0|0.0
388.0|2686.0|0.0
388.0|1576.0|0.0
388.0|7978.0|0.0
388.0|4701.0|0.0
388.0|1845.0|0.0
388.0|3422.0|0.0
388.0|5546.0|0.0
388.0|4575.0|0.0
388.0|2511.0|0.0
388.0|2953.0|0.0
2845.0|3972.0|0.0
2845.0|2565.0|0.0
2845.0|7895.0|0.0
2845.0|2770.0|0.0
2845.0|6806.0|0.0
2845.0|3154.0|0.0
2845.0|2252.0|0.0
2845.0|7218.0|0.0
2845.0|5823.0|0.0
2845.0|7566.0|0.0
2845.0|2838.0|0.0
2845.0|7731.0|0.0
2845.0|4614.0|0.0
2845.0|6599.0|0.0
2845.0|7008.0|0.0
2845.0|3658.0|0.0
2845.0|2437.0|0.0
2845.0|7957.0|0.0
2845.0|5404.0|0.0
2845.0|765.0|1.583128246136287
2845.0|5630.0|0.0
2845.0|2413.0|0.0
2845.0|3982.0|0.0
2845.0|7140.0|0.0
2845.0|624.0|0.0
2845.0|355.0|0.0
2845.0|1803.0|0.0
2845.0|2390.0|0.0
2845.0|6448.0|0.0
2845.0|8617.0|0.0
2845.0|7425.0|0.0
2845.0|6541.0|0.0
2845.0|3453.0|0.0
2845.0|204.0|0.0
2845.0|312.0|0.0
2845.0|2068.0|0.0
2845.0|2761.0|0.0
2845.0|2682.0|0.0
2845.0|3114.0|0.0
2845.0|1955.0|0.0
2845.0|4254.0|0.0
2845.0|1507.0|0.0
2845.0|7662.0|0.0
2845.0|7648.0|0.0
2845.0|2253.0|0.0
2845.0|5493.0|0.0
2845.0|3459.0|0.0
2845.0|5339.0|0.0
2845.0|41.0|0.0
2845.0|6561.0|0.0
2845.0|4275.0|0.0
2845.0|4442.0|0.0
2845.0|7047.0|0.0
2845.0|7752.0|0.0
2845.0|5429.0|0.0
2845.0|2862.0|0.0
2845.0|2025.0|0.0
2845.0|610.0|0.0
2845.0|4285.0|0.0
2845.0|5595.0|0.0
2845.0|2263.0|0.0
2845.0|1059.0|0.0
5438.0|6951.0|0.0
5438.0|7274.0|0.0
5438.0|2735.0|0.0
4698.0|5619.0|0.0
4698.0|5724.0|0.0
4698.0|5604.0|0.0
4698.0|136.0|0.0
4698.0|3426.0|0.0
4698.0|583.0|0.0
4698.0|7956.0|0.0
4698.0|128.0|0.0
4698.0|2866.0|0.0
4698.0|7029.0|0.0
4698.0|3126.0|0.0
4698.0|5630.0|0.0
4698.0|4471.0|0.0
4698.0|979.0|0.0
4698.0|426.0|0.0
4698.0|7456.0|0.0
4698.0|1956.0|0.0
4698.0|7264.0|0.0
4698.0|7367.0|0.0
4698.0|1641.0|0.0
4698.0|3255.0|0.0
4698.0|294.0|0.0
4698.0|7248.0|0.0
4698.0|7220.0|0.0
4698.0|3143.0|0.0
4698.0|4231.0|0.0
886.0|5675.0|0.0
886.0|7893.0|0.0
886.0|8276.0|0.0
886.0|8629.0|0.0
886.0|3518.0|0.0
886.0|2765.0|0.0
886.0|4440.0|0.0
8581.0|8315.0|0.0
8581.0|8488.0|0.0
8581.0|6266.0|0.0
8581.0|2645.0|0.0
344.0|5296.0|0.0
344.0|6543.0|0.0
3969.0|1630.0|0.0
3969.0|428.0|0.0
3969.0|8311.0|0.0
3969.0|3465.0|-0.33146161339618935
3969.0|7223.0|0.0
3969.0|2032.0|0.0
3969.0|1546.0|0.0
3969.0|6502.0|0.0
3969.0|5780.0|0.0
3969.0|5269.0|0.0
3969.0|4198.0|0.0
3969.0|7264.0|0.0
3969.0|2615.0|0.0
3969.0|2456.0|0.0
3969.0|3006.0|0.0
3969.0|1903.0|0.0
3969.0|78.0|0.0
3969.0|1393.0|-1.0523163933279123
3969.0|6645.0|0.0
3969.0|259.0|0.0
3969.0|2748.0|0.0
3969.0|7248.0|0.0
3969.0|3963.0|0.0
3969.0|2849.0|0.0
3969.0|887.0|0.0
4248.0|5962.0|0.0
4248.0|1685.0|0.0
4248.0|653.0|0.0
4248.0|3496.0|0.0
4248.0|2770.0|0.0
4248.0|1434.0|0.0
4248.0|7029.0|0.0
4248.0|916.0|0.0
4248.0|8458.0|0.0
4248.0|4416.0|0.0
4248.0|6491.0|0.0
4248.0|6542.0|0.0
4248.0|891.0|0.0
4248.0|8492.0|0.0
4248.0|7978.0|0.0
4248.0|2297.0|0.0
4624.0|937.0|0.0
4624.0|4041.0|0.0
4624.0|6025.0|0.0
4624.0|2931.0|0.0
4624.0|1100.0|0.0
4624.0|1725.0|0.0
4624.0|7877.0|0.0
4624.0|1615.0|0.0
4624.0|1702.0|0.0
4624.0|3538.0|0.0
4624.0|2188.0|0.0
4624.0|1880.0|0.0
4624.0|6126.0|0.0
4624.0|1648.0|0.0
4624.0|8111.0|0.0
4624.0|650.0|0.0
4624.0|5430.0|0.0
4624.0|1037.0|0.0
4624.0|1024.0|0.0
4624.0|2040.0|0.0
4624.0|5591.0|0.0
4624.0|1503.0|0.0
4624.0|735.0|0.0
4624.0|6187.0|0.0
4624.0|711.0|0.0
4624.0|3436.0|0.0
1641.0|6576.0|0.0
1641.0|7826.0|0.0
1641.0|4236.0|0.0
1641.0|6880.0|0.0
1641.0|4214.0|0.3137914015997318
1641.0|87.0|0.0
1641.0|87.0|0.0
1641.0|521.0|0.0
1641.0|2715.0|0.0
1641.0|33.0|0.0
1641.0|2835.0|0.0
1641.0|46.0|0.0
1641.0|2201.0|0.0
1641.0|170.0|0.0
1641.0|2505.0|0.0
1641.0|630.0|0.0
1641.0|2919.0|0.0
1641.0|1994.0|0.0
1641.0|632.0|0.0
1641.0|8432.0|0.0
1641.0|8264.0|0.0
1641.0|2316.0|0.0
1641.0|3656.0|0.0
1641.0|7669.0|0.0
1641.0|6956.0|0.0
1641.0|7690.0|0.0
1641.0|5404.0|0.0
1641.0|5056.0|0.0
1641.0|224.0|0.0
1641.0|8111.0|0.1269342588077689
1641.0|807.0|0.0
1641.0|2181.0|0.0
1641.0|5615.0|0.0
1641.0|6735.0|0.0
1641.0|6735.0|0.0
1641.0|6710.0|0.0
1641.0|5324.0|0.0
1641.0|8196.0|0.0
1641.0|7142.0|0.0
1641.0|6940.0|0.0
1641.0|6940.0|0.0
1641.0|3053.0|0.0
1641.0|3127.0|0.0
1641.0|4215.0|0.0
1641.0|549.0|0.0
1641.0|703.0|0.0
1641.0|3280.0|0.0
1641.0|4440.0|0.0
1641.0|2980.0|0.0
1641.0|5693.0|0.0
1641.0|5693.0|0.0
1641.0|1184.0|0.0
1641.0|5549.0|0.0
1641.0|8507.0|0.0
1641.0|4286.0|0.0
1641.0|6784.0|-0.03860740729747
1641.0|7118.0|0.0
1641.0|8490.0|0.029903181811584422
1641.0|6942.0|0.0
1641.0|8208.0|0.0
1641.0|5553.0|0.0
1641.0|1628.0|0.0
1641.0|220.0|0.0
1641.0|4146.0|0.0
1641.0|1398.0|0.0
1641.0|2169.0|0.0
1641.0|2917.0|0.0
1641.0|811.0|0.0
1641.0|4061.0|0.0
1641.0|7647.0|0.0
7456.0|4221.0|0.0
7456.0|7327.0|0.0
7456.0|4487.0|0.0
7456.0|2689.0|0.07324678164712976
7456.0|200.0|0.0
7456.0|2552.0|0.0
7456.0|534.0|2.7013535986891033
7456.0|312.0|1.5683640083143433
7456.0|2782.0|0.0
7456.0|7196.0|0.0
7456.0|7248.0|0.0
7456.0|2033.0|0.0
7456.0|5848.0|0.0
7456.0|3094.0|0.0
6861.0|7434.0|0.0
6861.0|623.0|0.0
791.0|5323.0|0.0
791.0|1992.0|0.0
791.0|7890.0|0.0
791.0|3957.0|0.0
791.0|2982.0|0.0
791.0|6883.0|0.0
791.0|1614.0|0.0
791.0|1737.0|0.0
791.0|6922.0|0.0
791.0|7569.0|0.0
791.0|7595.0|0.0
791.0|6448.0|0.0
791.0|7987.0|0.0
791.0|6901.0|0.0
791.0|8224.0|0.0
791.0|6000.0|0.0
791.0|7992.0|0.0
791.0|7400.0|0.0
791.0|7448.0|0.0
1595.0|2794.0|0.0
1595.0|4174.0|0.0
1595.0|7029.0|0.0
1595.0|8773.0|0.0
1595.0|7054.0|0.0
1595.0|6286.0|0.0
1595.0|3590.0|0.0
1595.0|1941.0|0.0
1595.0|2077.0|0.0
1595.0|2187.0|0.0
1595.0|3209.0|0.0
1595.0|2513.0|0.0
1595.0|2875.0|0.0
7978.0|5675.0|0.0
7978.0|1230.0|0.0
7978.0|575.0|0.0
7978.0|2681.0|0.0
7978.0|2653.0|0.0
7978.0|808.0|0.0
7978.0|7550.0|0.0
2511.0|2712.0|0.0
2511.0|1399.0|0.0
2511.0|7256.0|0.0
2511.0|3972.0|0.0
2511.0|3086.0|0.0
2511.0|2590.0|0.0
2511.0|4605.0|0.0
2511.0|2890.0|0.0
2511.0|6535.0|0.0
2511.0|7977.0|0.0
2511.0|813.0|0.0
2511.0|6976.0|0.0
2511.0|33.0|0.0
2511.0|7195.0|0.0
2511.0|4218.0|0.0
2511.0|11.0|0.0
2511.0|289.0|0.0
2511.0|422.0|0.0
2511.0|133.0|0.0
2511.0|2671.0|0.0
2511.0|3284.0|0.0
2511.0|3306.0|-0.1169550718462999
2511.0|3378.0|0.0253387688540811
2511.0|829.0|0.0
2511.0|1618.0|0.0
2511.0|2919.0|0.0
2511.0|8378.0|0.0
2511.0|585.0|-0.10155202064266503
2511.0|2316.0|0.0
2511.0|7144.0|0.0
2511.0|5607.0|0.0
2511.0|335.0|0.0
2511.0|4834.0|0.0
2511.0|4270.0|0.0
2511.0|297.0|0.0
2511.0|3052.0|0.0
2511.0|6067.0|0.0
2511.0|4519.0|0.0
2511.0|3465.0|0.0
2511.0|2746.0|0.0
2511.0|5297.0|0.0
2511.0|8352.0|0.0
2511.0|4213.0|0.0
2511.0|1028.0|0.0
2511.0|8671.0|0.0
2511.0|6502.0|0.0
2511.0|7996.0|1.914682902229801
2511.0|7140.0|0.0
2511.0|4754.0|0.0
2511.0|680.0|0.0
2511.0|285.0|0.0
2511.0|7958.0|0.0
2511.0|1591.0|0.0
2511.0|4311.0|1.2368123452007607
2511.0|86.0|0.0
2511.0|6448.0|0.0
2511.0|7352.0|0.0
2511.0|577.0|0.0
2511.0|7102.0|0.0
2511.0|5615.0|0.0
2511.0|7274.0|0.0
2511.0|3083.0|0.0
2511.0|7609.0|0.0
2511.0|3106.0|0.0
2511.0|1953.0|0.0
2511.0|7751.0|0.0
2511.0|7264.0|0.0
2511.0|7831.0|0.11014926319184362
2511.0|4288.0|0.0
2511.0|6513.0|0.0
2511.0|7203.0|-1.4061355385383383
2511.0|591.0|0.0
2511.0|6624.0|0.0
2511.0|5379.0|0.0
2511.0|7361.0|0.0
2511.0|7838.0|0.0
2511.0|4312.0|0.0
2511.0|1178.0|0.0
2511.0|1037.0|0.0
2511.0|2682.0|0.0
2511.0|230.0|0.0
2511.0|4550.0|0.7148765544495277
2511.0|8596.0|0.0
2511.0|5890.0|0.0
2511.0|1641.0|0.0
2511.0|4205.0|0.0
2511.0|4162.0|0.0
2511.0|5812.0|0.0
2511.0|4600.0|0.0
2511.0|4096.0|0.0
2511.0|1955.0|0.0
2511.0|4254.0|0.0
2511.0|7018.0|0.0
2511.0|7184.0|0.0
2511.0|3300.0|0.0
2511.0|435.0|0.0
2511.0|4592.0|0.0
2511.0|5505.0|0.0
2511.0|5716.0|0.0
2511.0|41.0|0.0
2511.0|7447.0|0.0
2511.0|6507.0|0.0
2511.0|4538.0|0.0
2511.0|269.0|0.0
2511.0|4475.0|0.0
2511.0|8005.0|0.0
2511.0|4318.0|0.0
2511.0|2921.0|0.0
2511.0|6527.0|0.0
2511.0|4758.0|0.0
2511.0|610.0|0.0
2511.0|6744.0|0.0
2511.0|2747.0|0.0
2511.0|2700.0|0.0
2511.0|284.0|0.0
1613.0|7173.0|0.0
1613.0|6667.0|0.0
1613.0|7001.0|0.0
1613.0|8324.0|0.0
1613.0|8622.0|0.0
1613.0|6932.0|0.0
1613.0|6940.0|0.0
1613.0|6497.0|0.0
1613.0|6617.0|0.0
1613.0|4550.0|0.0
1613.0|2898.0|0.0
1613.0|7470.0|0.0
1613.0|4061.0|0.0
1613.0|7106.0|0.0
3968.0|7854.0|0.0
3968.0|8604.0|0.0
3968.0|7374.0|0.0
3968.0|1403.0|0.0
2898.0|2481.0|0.0
2898.0|5337.0|0.0
2898.0|589.0|0.0
2898.0|170.0|0.0
2898.0|856.0|0.0
2898.0|1066.0|0.0
2898.0|2919.0|1.8723413471493653
2898.0|2578.0|0.0
2898.0|5818.0|0.0
2898.0|3341.0|0.0
2898.0|2891.0|0.0
2898.0|5451.0|0.0
2898.0|8702.0|0.5431727671019279
2898.0|7113.0|0.0
2898.0|631.0|0.08183844801325843
2898.0|3067.0|0.0
2898.0|7958.0|0.0
2898.0|5401.0|0.0
2898.0|3128.0|0.0
2898.0|5324.0|0.0
2898.0|710.0|0.0
2898.0|5749.0|0.0
2898.0|4416.0|0.0
2898.0|549.0|0.0
2898.0|3795.0|0.36299902068258294
2898.0|3016.0|0.0
2898.0|4666.0|0.0
2898.0|2036.0|0.0
2898.0|2798.0|0.0
2898.0|7667.0|0.0
2898.0|8004.0|0.0
2898.0|4338.0|0.0
2898.0|5553.0|0.0
2898.0|3397.0|0.0
2898.0|6817.0|0.0
2898.0|147.0|0.0
2898.0|4013.0|0.0
2898.0|5546.0|0.6415318305517992
2898.0|3964.0|0.0
2734.0|2763.0|0.0
2734.0|5912.0|0.0
2734.0|2794.0|0.0
2734.0|4403.0|-0.545454486946474
2734.0|569.0|0.0
2734.0|8398.0|0.0
2734.0|7877.0|0.0
2734.0|4092.0|0.0
2734.0|305.0|0.0
2734.0|3161.0|0.0
2734.0|8262.0|0.0
2734.0|68.0|0.0
2734.0|3568.0|0.0
2734.0|3221.0|0.0
2734.0|438.0|0.0
2734.0|2358.0|0.0
2734.0|80.0|0.0
2734.0|1732.0|0.0
2734.0|3354.0|0.0
2734.0|3115.0|0.0
2734.0|785.0|0.0
2734.0|7265.0|0.0
2782.0|473.0|0.0
2782.0|1260.0|0.0
2782.0|7432.0|-3.0138370533889125
2782.0|2158.0|0.0
2782.0|5962.0|0.5145933644107192
2782.0|1973.0|0.0
2782.0|3294.0|0.0
2782.0|4530.0|0.0
2782.0|2982.0|0.0
2782.0|7551.0|0.0
2782.0|2359.0|0.0
2782.0|428.0|1.5287716824767703
2782.0|2869.0|0.0
2782.0|5241.0|0.0
2782.0|4001.0|0.0
2782.0|178.0|0.0
2782.0|4497.0|0.0
2782.0|184.0|0.0
2782.0|7015.0|0.0
2782.0|218.0|0.0
2782.0|5630.0|0.0
2782.0|6400.0|0.0
2782.0|286.0|0.0
2782.0|5201.0|0.0
2782.0|1730.0|0.0
2782.0|933.0|0.0
2782.0|4036.0|0.0
2782.0|3049.0|0.0
2782.0|1965.0|0.0
2782.0|604.0|0.0
2782.0|2014.0|0.0
2782.0|2821.0|0.0
2782.0|7987.0|0.0
2782.0|1899.0|0.0
2782.0|32.0|0.0
2782.0|3975.0|0.0
2782.0|4379.0|0.0
2782.0|4656.0|0.0
2782.0|1425.0|0.0
2782.0|7429.0|-0.5673750788303495
2782.0|826.0|0.0
2782.0|2902.0|0.0
2782.0|3511.0|-0.5871687864400242
2782.0|1629.0|0.0
2782.0|234.0|0.0
2782.0|197.0|0.0
2782.0|259.0|0.0
2782.0|5544.0|0.0
2782.0|445.0|0.0
2782.0|7727.0|0.0
2782.0|6679.0|0.0
2782.0|753.0|0.0
2782.0|3112.0|0.0
2782.0|131.0|0.0
2782.0|1228.0|0.0
2782.0|7397.0|0.0
2782.0|610.0|0.0
2782.0|447.0|0.0
2782.0|2305.0|0.0
2782.0|8073.0|0.0
1621.0|5369.0|0.0
1621.0|6601.0|0.0
1621.0|6086.0|0.0
1621.0|3039.0|0.0
1621.0|7008.0|0.0
1621.0|5636.0|0.0
1621.0|5487.0|0.0
1621.0|2783.0|0.0
1621.0|7617.0|0.0
1621.0|2436.0|0.0
1621.0|5880.0|0.0
1621.0|7367.0|0.0
1621.0|3936.0|0.0
1621.0|7408.0|0.0
1621.0|4015.0|0.0
1621.0|6784.0|0.0
1621.0|2253.0|0.0
1621.0|6952.0|0.0
1621.0|5429.0|0.0
1621.0|5466.0|0.0
1621.0|2735.0|0.0
1392.0|6313.0|0.0
3334.0|6642.0|0.0
3334.0|7009.0|0.0
3334.0|1708.0|0.0
3334.0|4605.0|0.0
3334.0|6025.0|0.0
3334.0|2835.0|0.0
3334.0|1846.0|0.0
3334.0|5456.0|0.0
3334.0|5912.0|0.0
3334.0|2794.0|0.0
3334.0|344.0|0.0
3334.0|4487.0|0.0
3334.0|1148.0|0.0
3334.0|7316.0|0.0
3334.0|7204.0|0.0
3334.0|641.0|0.0
3334.0|1117.0|0.0
3334.0|6436.0|0.0
3334.0|5381.0|0.0
3334.0|1389.0|0.0
3334.0|7403.0|0.0
3334.0|1334.0|0.0
3334.0|5759.0|0.0
3334.0|7621.0|0.0
3334.0|713.0|0.0
3334.0|631.0|0.0
3334.0|1288.0|0.0
3334.0|1730.0|0.0
3334.0|7054.0|0.0
3334.0|920.0|0.0
3334.0|6908.0|0.0
3334.0|1200.0|0.0
3334.0|3338.0|0.0
3334.0|8622.0|0.0
3334.0|1522.0|0.0
3334.0|140.0|0.0
3334.0|8236.0|0.0
3334.0|7045.0|0.0
3334.0|3291.0|0.0
3334.0|7329.0|0.0
3334.0|534.0|0.0
3334.0|5331.0|0.0
3334.0|438.0|0.0
3334.0|2974.0|0.0
3334.0|8553.0|0.0
3334.0|6940.0|0.0
3334.0|5345.0|0.0
3334.0|2311.0|0.0
3334.0|48.0|0.0
3334.0|755.0|0.0
3334.0|1179.0|0.0
3334.0|6984.0|0.0
3334.0|8638.0|0.0
3334.0|509.0|0.0
3334.0|7637.0|0.0
3334.0|8224.0|0.0
3334.0|4666.0|0.0
3334.0|7088.0|0.0
3334.0|1042.0|0.0
3334.0|7444.0|0.0
3334.0|259.0|0.0
3334.0|2054.0|0.0
3334.0|603.0|0.0
3334.0|28.0|0.0
3334.0|697.0|0.0
3334.0|4101.0|0.0
3334.0|2686.0|0.0
3334.0|871.0|0.0
3334.0|3112.0|0.0
3334.0|3082.0|0.0
3334.0|7219.0|0.0
3334.0|7970.0|0.0
3334.0|2747.0|0.0
3334.0|151.0|0.0
3334.0|2848.0|0.0
5831.0|404.0|0.0
5831.0|7956.0|0.0
5831.0|335.0|0.0
5831.0|6067.0|0.0
5831.0|434.0|0.0
5831.0|7034.0|-0.0688697447661827
6609.0|655.0|0.0
6609.0|7827.0|0.0
6609.0|1401.0|-0.430412823330942
6609.0|297.0|0.0
6609.0|8352.0|0.0
6609.0|2077.0|0.0
6609.0|132.0|0.0
6609.0|1409.0|0.0
6609.0|4015.0|0.0
6609.0|2187.0|0.0
6609.0|1384.0|0.0
6609.0|2734.0|0.0
6609.0|14.0|0.0
6609.0|3209.0|0.0
6609.0|1055.0|0.0
6609.0|3094.0|0.0
6836.0|4172.0|0.0
6836.0|860.0|0.0
6836.0|5967.0|0.0
6836.0|5635.0|0.0
6836.0|273.0|0.0
6836.0|4364.0|0.0
6836.0|3979.0|0.0
6836.0|4334.0|0.0
6836.0|8203.0|0.0
6836.0|224.0|0.0
6836.0|6758.0|0.0
6836.0|7224.0|0.0
6836.0|534.0|0.0
6836.0|1586.0|0.0
6836.0|7264.0|0.0
6836.0|396.0|0.0
6836.0|864.0|0.0
6836.0|1403.0|0.0
6836.0|517.0|0.0
6836.0|4440.0|0.0
6836.0|7642.0|0.0
6836.0|787.0|0.0
6836.0|2253.0|0.0
6836.0|7478.0|0.0
6836.0|3302.0|0.0
6836.0|6527.0|0.0
6694.0|7169.0|0.0
6694.0|8238.0|0.0
6694.0|7882.0|0.0
6694.0|586.0|0.0
6694.0|765.0|0.0
6694.0|3283.0|0.0
6694.0|6795.0|0.0
6694.0|1457.0|0.0
6694.0|8111.0|0.0
6694.0|3201.0|0.0
6694.0|6065.0|0.0
6694.0|1456.0|0.0
6694.0|2233.0|0.0
6694.0|3093.0|0.0
6694.0|1742.0|0.0
6694.0|1771.0|0.0
6694.0|4228.0|0.0
6694.0|2765.0|0.0
6694.0|4573.0|0.0
6694.0|2973.0|0.0
6694.0|1177.0|0.0
6694.0|3907.0|0.0
6694.0|8113.0|0.0
6694.0|733.0|0.0
115.0|2565.0|0.0
411.0|2674.0|0.0
411.0|5541.0|0.0
411.0|5680.0|0.0
411.0|7055.0|0.012161608440671847
411.0|2581.0|0.0
411.0|7485.0|0.0
411.0|5245.0|0.0
411.0|5393.0|0.0
411.0|7172.0|0.0
411.0|4490.0|0.0
411.0|2931.0|0.0
411.0|2658.0|0.0
411.0|6883.0|0.0
411.0|3306.0|0.0
411.0|2794.0|0.0
411.0|7162.0|0.0
411.0|5314.0|0.0
411.0|2252.0|0.0
411.0|3197.0|0.0
411.0|6922.0|0.0
411.0|5635.0|0.0
411.0|3499.0|0.0
411.0|2578.0|0.0
411.0|4760.0|0.0
411.0|7922.0|0.0
411.0|2537.0|0.0
411.0|2976.0|0.0
411.0|4270.0|0.0
411.0|3765.0|0.0
411.0|3920.0|0.0
411.0|3069.0|0.0
411.0|5677.0|0.0
411.0|5321.0|0.0
411.0|2891.0|0.0
411.0|6766.0|0.0
411.0|3554.0|0.0
411.0|5413.0|0.0
411.0|4386.0|0.0
411.0|6963.0|0.0
411.0|5780.0|0.0
411.0|3132.0|0.0
411.0|5858.0|0.0
411.0|2460.0|0.0
411.0|2944.0|0.0
411.0|7425.0|0.0
411.0|3215.0|0.0
411.0|7379.0|0.0
411.0|7609.0|0.0
411.0|3128.0|0.0
411.0|5324.0|0.0
411.0|7564.0|0.3209478845258494
411.0|3453.0|0.0
411.0|5618.0|0.0
411.0|2728.0|0.0
411.0|5308.0|0.0
