u|v|s
411.0|6659.0|0.0
411.0|3902.0|0.0
411.0|3006.0|0.0
411.0|6940.0|0.0
411.0|7424.0|0.0
411.0|7579.0|0.0
411.0|7838.0|0.0
411.0|7116.0|0.0
411.0|5626.0|0.0
411.0|4636.0|0.0
411.0|2599.0|0.0
411.0|6984.0|0.0
411.0|4578.0|0.0
411.0|5851.0|0.0
411.0|7515.0|0.0
411.0|3211.0|0.0
411.0|5309.0|0.0
411.0|2896.0|0.0
411.0|5325.0|0.0
411.0|2631.0|0.0
411.0|7160.0|0.0
411.0|7145.0|0.0
411.0|2618.0|0.0
411.0|8535.0|0.0
411.0|4554.0|0.0
411.0|2381.0|0.0
411.0|6430.0|0.0
411.0|4542.0|0.0
411.0|6942.0|0.0
411.0|3788.0|0.0
411.0|5590.0|0.0
411.0|8004.0|0.0
411.0|6005.0|0.0
411.0|2898.0|0.0
411.0|4572.0|0.0
411.0|6079.0|0.0
411.0|5583.0|0.0
411.0|4272.0|0.0
411.0|7470.0|0.0
411.0|6896.0|0.0
411.0|4146.0|0.0
411.0|7069.0|0.0
411.0|4013.0|0.0
411.0|7282.0|0.0
411.0|6274.0|0.0
411.0|6231.0|0.0
411.0|6574.0|0.0
411.0|7994.0|0.0
411.0|2700.0|0.0
411.0|4774.0|0.0
411.0|5082.0|0.0
411.0|6312.0|0.0
411.0|2875.0|0.0
1559.0|4328.0|0.0
1559.0|6988.0|0.0
1559.0|6988.0|0.0
1559.0|4410.0|0.0
1559.0|4524.0|0.0
1559.0|7772.0|0.0
1559.0|2770.0|0.0
1559.0|4176.0|0.0
1559.0|7840.0|0.0
1559.0|4472.0|0.0
1559.0|6922.0|0.0
1559.0|7644.0|0.0
1559.0|7605.0|0.0
1559.0|7566.0|0.0
1559.0|2609.0|0.0
1559.0|3465.0|0.0
1559.0|8352.0|0.0
1559.0|4614.0|0.0
1559.0|7449.0|0.0
1559.0|7996.0|0.0
1559.0|2587.0|0.0
1559.0|7352.0|0.0
1559.0|3395.0|0.0
1559.0|2655.0|0.0
1559.0|4331.0|0.0
1559.0|8764.0|0.0
1559.0|2728.0|0.0
1559.0|2456.0|0.0
1559.0|7975.0|0.0
1559.0|6521.0|0.0
1559.0|5480.0|0.06547007577777635
1559.0|7339.0|0.0
1559.0|8224.0|0.0
1559.0|4295.0|0.06547007577777635
1559.0|2720.0|0.0
1559.0|6890.0|0.0
1559.0|3077.0|0.0
1559.0|4318.0|0.0
5749.0|1159.0|0.0
5749.0|7786.0|0.0
5749.0|254.0|0.0
5749.0|5582.0|0.0
5749.0|486.0|0.0
5749.0|2308.0|0.0
5749.0|212.0|0.0
5749.0|1992.0|0.0
5749.0|640.0|0.0
5749.0|1281.0|0.0
5749.0|1714.0|0.0
5749.0|2193.0|0.0
5749.0|3012.0|0.0
5749.0|2784.0|0.0
5749.0|5698.0|0.0
5749.0|6201.0|0.0
5749.0|372.0|0.0
5749.0|3362.0|0.0
5749.0|2984.0|0.0
5749.0|2428.0|0.0
5749.0|3044.0|0.0
5749.0|3650.0|0.0
5749.0|394.0|0.0
5749.0|7827.0|0.0
5749.0|3551.0|0.0
5749.0|5456.0|0.0
5749.0|4462.0|0.0
5749.0|3336.0|0.0
5749.0|5891.0|0.0
5749.0|858.0|0.0
5749.0|1094.0|0.0
5749.0|6313.0|0.0
5749.0|905.0|0.0
5749.0|7796.0|0.0
5749.0|2201.0|0.0
5749.0|5864.0|0.0
5749.0|7860.0|0.0
5749.0|3946.0|0.0
5749.0|5422.0|0.0
5749.0|538.0|0.0
5749.0|6479.0|0.0
5749.0|1766.0|0.0
5749.0|1449.0|0.0
5749.0|2733.0|0.0
5749.0|4674.0|0.0
5749.0|1105.0|0.0
5749.0|1432.0|0.0
5749.0|3550.0|0.0
5749.0|4431.0|0.0
5749.0|5002.0|0.0
5749.0|3102.0|0.0
5749.0|7704.0|0.0
5749.0|65.0|0.0
5749.0|3310.0|0.0
5749.0|5984.0|0.0
5749.0|6790.0|0.0
5749.0|4001.0|0.0
5749.0|3057.0|0.0
5749.0|3382.0|0.0
5749.0|215.0|0.0
5749.0|2486.0|0.0
5749.0|3068.0|0.0
5749.0|2302.0|0.0
5749.0|3121.0|0.0
5749.0|4437.0|0.0
5749.0|7819.0|0.0
5749.0|3542.0|0.0
5749.0|3328.0|0.0
5749.0|673.0|0.0
5749.0|3200.0|0.0
5749.0|1137.0|0.0
5749.0|5697.0|0.0
5749.0|3985.0|0.0
5749.0|6161.0|0.0
5749.0|386.0|0.0
5749.0|4092.0|0.0
5749.0|3325.0|0.0
5749.0|479.0|0.0
5749.0|5354.0|0.0
5749.0|795.0|0.0
5749.0|307.0|0.0
5749.0|7641.0|0.0
5749.0|1379.0|0.0
5749.0|94.0|0.0
5749.0|5448.0|0.0
5749.0|2851.0|0.0
5749.0|1076.0|0.0
5749.0|3938.0|0.0
5749.0|4395.0|0.0
5749.0|588.0|0.0
5749.0|1730.0|0.0
5749.0|1431.0|0.0
5749.0|1445.0|0.0
5749.0|6023.0|0.0
5749.0|6462.0|0.0
5749.0|3848.0|0.0
5749.0|3619.0|0.0
5749.0|3837.0|0.0
5749.0|5494.0|0.0
5749.0|4637.0|0.0
5749.0|3338.0|0.0
5749.0|1385.0|0.0
5749.0|3161.0|0.0
5749.0|4651.0|0.0
5749.0|776.0|0.0
5749.0|25.0|0.0
5749.0|3792.0|0.0
5749.0|7271.0|0.0
5749.0|2374.0|0.0
5749.0|1414.0|0.0
5749.0|4652.0|0.0
5749.0|2655.0|0.0
5749.0|6065.0|0.0
5749.0|223.0|0.0
5749.0|1912.0|0.0
5749.0|2434.0|0.0
5749.0|5647.0|0.0
5749.0|644.0|0.0
5749.0|2243.0|0.0
5749.0|1951.0|0.0
5749.0|3394.0|0.0
5749.0|7323.0|0.0
5749.0|4232.0|0.0
5749.0|1475.0|0.0
5749.0|2738.0|0.0
5749.0|3319.0|0.0
5749.0|6562.0|0.0
5749.0|1742.0|0.0
5749.0|3673.0|0.0
5749.0|6482.0|0.0
5749.0|5964.0|0.0
5749.0|5331.0|0.0
5749.0|921.0|0.0
5749.0|4379.0|0.0
5749.0|3193.0|0.0
5749.0|1512.0|0.0
5749.0|1408.0|0.0
5749.0|8448.0|0.0
5749.0|6940.0|0.0
5749.0|3447.0|0.0
5749.0|3571.0|0.0
5749.0|3655.0|0.0
5749.0|3139.0|0.0
5749.0|3358.0|0.0
5749.0|6301.0|0.0
5749.0|906.0|0.0
5749.0|2311.0|0.0
5749.0|596.0|0.0
5749.0|755.0|0.0
5749.0|3379.0|0.0
5749.0|1089.0|0.0
5749.0|7624.0|0.0
5749.0|1647.0|0.0
5749.0|2459.0|0.0
5749.0|2765.0|0.0
5749.0|112.0|0.0
5749.0|4573.0|0.0
5749.0|2963.0|0.0
5749.0|3321.0|0.0
5749.0|1894.0|0.0
5749.0|1440.0|0.0
5749.0|3295.0|0.0
5749.0|3071.0|0.0
5749.0|1367.0|0.0
5749.0|846.0|0.0
5749.0|2487.0|0.0
5749.0|3925.0|0.0
5749.0|3228.0|0.0
5749.0|826.0|0.0
5749.0|7202.0|0.0
5749.0|1848.0|0.0
5749.0|3908.0|0.0
5749.0|7607.0|0.0
5749.0|3511.0|0.0
5749.0|4032.0|0.0
5749.0|5690.0|0.0
5749.0|3407.0|0.0
5749.0|8507.0|0.0
5749.0|8663.0|0.0
5749.0|1779.0|0.0
5749.0|1042.0|0.0
5749.0|2152.0|0.0
5749.0|5187.0|0.0
5749.0|959.0|0.0
5749.0|2973.0|0.0
5749.0|762.0|0.0
5749.0|5736.0|0.0
5749.0|6435.0|0.0
5749.0|3868.0|0.0
5749.0|919.0|0.0
5749.0|504.0|0.0
5749.0|2417.0|0.0
5749.0|1548.0|0.0
5749.0|421.0|0.0
5749.0|8778.0|0.0
5749.0|2932.0|0.0
5749.0|1171.0|0.0
5749.0|5527.0|0.0
5749.0|8113.0|0.0
5749.0|3387.0|0.0
5749.0|901.0|0.0
5749.0|216.0|0.0
5749.0|2144.0|0.0
5749.0|6890.0|0.0
5749.0|3816.0|0.0
5749.0|2895.0|0.0
5749.0|808.0|0.0
5749.0|122.0|0.0
5749.0|7268.0|0.0
5749.0|526.0|0.0
5749.0|3112.0|0.0
5749.0|181.0|0.0
5749.0|123.0|0.0
5749.0|764.0|0.0
5749.0|811.0|0.0
5749.0|2711.0|0.0
5749.0|2827.0|0.0
5749.0|7400.0|0.0
5749.0|6964.0|0.0
5749.0|3676.0|0.0
5749.0|8720.0|0.0
5749.0|7310.0|0.0
5749.0|1380.0|0.0
5749.0|3884.0|0.0
5749.0|1314.0|0.0
5749.0|311.0|0.0
5749.0|7746.0|0.0
5749.0|733.0|0.0
5749.0|5963.0|0.0
5749.0|2795.0|0.0
5749.0|5220.0|0.0
5749.0|2747.0|0.0
5749.0|3416.0|0.0
5749.0|939.0|0.0
5749.0|2430.0|0.0
5749.0|2848.0|0.0
5749.0|3965.0|0.0
5749.0|1018.0|0.0
5749.0|3227.0|0.0
5749.0|5730.0|0.0
862.0|4648.0|0.0
862.0|7566.0|0.0
862.0|2531.0|0.0
862.0|6853.0|0.0
862.0|2888.0|0.0
862.0|6908.0|0.0
862.0|3924.0|0.0
862.0|3924.0|0.0
862.0|6669.0|0.0
862.0|4345.0|0.0
862.0|6784.0|0.0
862.0|3209.0|0.0
862.0|8337.0|0.0
862.0|7399.0|0.0
376.0|3481.0|0.0
376.0|7786.0|0.0
376.0|6403.0|0.0
376.0|3713.0|0.0
376.0|4709.0|0.0
376.0|2555.0|0.0
376.0|3367.0|0.0
376.0|6860.0|0.0
376.0|2882.0|0.0
376.0|3531.0|0.0
376.0|3614.0|0.0
376.0|6642.0|0.0
376.0|6168.0|0.0
376.0|7853.0|0.0
376.0|3479.0|0.0
376.0|3522.0|0.0
376.0|5699.0|0.0
376.0|4608.0|0.0
376.0|4236.0|0.0
376.0|2493.0|0.0
376.0|3065.0|0.0
376.0|6978.0|0.0
376.0|7252.0|0.0
376.0|2590.0|0.0
376.0|8655.0|0.0
376.0|4605.0|0.0
376.0|6483.0|0.0
376.0|3586.0|0.0
376.0|8563.0|0.0
376.0|5956.0|0.0
376.0|4214.0|0.0
376.0|7724.0|0.0
376.0|7738.0|0.0
376.0|6484.0|0.0
376.0|4127.0|0.0
376.0|5743.0|0.0
376.0|2773.0|0.0
376.0|2421.0|0.0
376.0|4470.0|0.0
376.0|8027.0|0.0
376.0|7870.0|0.0
376.0|7876.0|0.0
376.0|7578.0|0.0
376.0|3036.0|0.0
376.0|7169.0|0.0
376.0|3412.0|0.0
376.0|4693.0|0.0
376.0|5885.0|0.0
376.0|2715.0|0.0
376.0|3364.0|0.0
376.0|6701.0|0.0
376.0|2984.0|0.0
376.0|5755.0|0.0
376.0|3155.0|0.0
376.0|6025.0|0.0
376.0|4491.0|0.0
376.0|3551.0|0.0
376.0|3580.0|0.0
376.0|7797.0|0.0
376.0|2931.0|0.0
376.0|3615.0|0.0
376.0|7811.0|0.0
376.0|4462.0|0.0
376.0|5891.0|0.0
376.0|3801.0|-0.3535533905932738
376.0|3058.0|0.0
376.0|4524.0|0.0
376.0|3079.0|0.0
376.0|2982.0|0.0
376.0|6883.0|0.0
376.0|3635.0|0.0
376.0|4414.0|0.0
376.0|3298.0|0.0
376.0|3320.0|0.0
376.0|5906.0|0.0
376.0|3245.0|0.0
376.0|7772.0|0.0
376.0|4597.0|0.0
376.0|2480.0|0.0
376.0|3579.0|0.0
376.0|3809.0|0.0
376.0|5864.0|0.0
376.0|4628.0|0.0
376.0|4511.0|0.0
376.0|7860.0|0.0
376.0|5863.0|0.0
376.0|3489.0|0.0
376.0|3543.0|0.0
376.0|7078.0|0.0
376.0|8121.0|0.0
376.0|4104.0|0.0
376.0|7891.0|0.0
376.0|7888.0|0.0
376.0|7504.0|0.0
376.0|5422.0|0.0
376.0|8562.0|0.0
376.0|4424.0|0.0
376.0|7530.0|0.0
376.0|6057.0|0.0
376.0|3718.0|0.0
376.0|4478.0|0.0
376.0|7936.0|0.0
376.0|4634.0|0.0
376.0|6632.0|0.0
376.0|7804.0|0.0
376.0|4731.0|0.0
376.0|7360.0|0.0
376.0|3669.0|0.0
376.0|4333.0|0.0
376.0|3492.0|0.0
376.0|5924.0|0.0
376.0|7569.0|0.0
376.0|2733.0|0.0
376.0|7921.0|0.0
376.0|3470.0|0.0
376.0|6078.0|0.0
376.0|5650.0|0.0
376.0|6677.0|0.0
376.0|5762.0|0.0
376.0|7587.0|0.0
376.0|2889.0|0.0
376.0|3562.0|0.0
376.0|5948.0|0.0
376.0|7704.0|0.0
376.0|6729.0|0.0
376.0|8432.0|0.0
376.0|7906.0|0.0
376.0|8264.0|0.0
376.0|5651.0|0.0
376.0|3570.0|0.0
376.0|7649.0|0.0
376.0|5984.0|0.0
376.0|3341.0|0.0
376.0|6790.0|0.0
376.0|3472.0|0.0
376.0|4322.0|0.0
376.0|4779.0|0.0
376.0|3026.0|0.0
376.0|7161.0|0.0
376.0|2976.0|0.0
376.0|6309.0|0.0
376.0|3299.0|0.0
376.0|5915.0|0.0
376.0|3862.0|0.0
376.0|4610.0|0.0
376.0|3656.0|0.0
376.0|4292.0|0.0
376.0|4922.0|0.0
376.0|7689.0|0.0
376.0|7847.0|0.0
376.0|4519.0|0.0
376.0|3576.0|0.0
376.0|8756.0|0.0
376.0|7866.0|0.0
376.0|6008.0|0.0
376.0|5357.0|0.0
376.0|6449.0|0.0
376.0|7785.0|0.0
376.0|3542.0|0.0
376.0|3069.0|0.0
376.0|5442.0|0.0
376.0|7805.0|0.0
376.0|4052.0|0.0
376.0|3009.0|0.0
376.0|2769.0|0.0
376.0|3747.0|0.0
376.0|3021.0|0.0
376.0|3062.0|0.0
376.0|8728.0|0.0
376.0|5672.0|0.0
376.0|6155.0|0.0
376.0|2891.0|0.0
376.0|4589.0|0.0
376.0|7494.0|0.0
376.0|2743.0|0.0
376.0|6766.0|0.0
376.0|5985.0|0.0
376.0|4887.0|0.0
376.0|4660.0|0.0
376.0|5354.0|0.0
376.0|6212.0|0.0
376.0|6622.0|0.0
376.0|5939.0|0.0
376.0|3323.0|0.0
376.0|6400.0|0.0
376.0|2888.0|0.0
376.0|5780.0|0.0
376.0|3283.0|0.0
376.0|3210.0|0.0
376.0|4770.0|0.0
376.0|7641.0|0.0
376.0|3538.0|0.0
376.0|4114.0|0.0
376.0|7532.0|0.0
376.0|3768.0|0.0
376.0|8711.0|0.0
376.0|8420.0|0.0
376.0|7562.0|0.0
376.0|7543.0|0.0
376.0|3938.0|0.0
376.0|7707.0|0.0
376.0|8648.0|0.0
376.0|8604.0|0.0
376.0|6190.0|0.0
376.0|6695.0|0.0
376.0|7266.0|0.0
376.0|4368.0|0.0
376.0|2879.0|0.0
376.0|4563.0|0.0
376.0|6455.0|0.0
376.0|2927.0|0.0
376.0|7706.0|0.0
376.0|6126.0|0.0
376.0|5558.0|0.0
376.0|4534.0|0.0
376.0|3263.0|0.0
376.0|3837.0|0.0
376.0|3754.0|0.0
376.0|5935.0|0.0
376.0|8334.0|0.0
376.0|4131.0|0.0
376.0|2839.0|0.0
376.0|4547.0|0.0
376.0|6208.0|0.0
376.0|3941.0|0.0
376.0|3040.0|0.0
376.0|4449.0|0.0
376.0|2942.0|0.0
376.0|5537.0|0.0
376.0|4580.0|0.0
376.0|3429.0|0.0
376.0|2968.0|0.0
376.0|6063.0|0.0
376.0|7651.0|0.0
376.0|4130.0|0.0
376.0|6112.0|0.0
376.0|7374.0|0.0
376.0|7025.0|0.0
376.0|5593.0|0.0
376.0|2821.0|0.0
376.0|8262.0|0.0
376.0|3398.0|0.0
376.0|8018.0|0.0
376.0|6442.0|0.0
376.0|8754.0|0.0
376.0|7045.0|0.0
376.0|5579.0|0.0
376.0|4624.0|0.0
376.0|4539.0|0.0
376.0|6146.0|0.0
376.0|4679.0|0.0
376.0|8042.0|0.0
376.0|7329.0|0.0
376.0|7813.0|0.0
376.0|3389.0|0.0
376.0|7944.0|0.0
376.0|3002.0|0.0
376.0|3394.0|0.0
376.0|4789.0|0.0
376.0|7323.0|0.0
376.0|4299.0|0.0
376.0|8508.0|0.0
376.0|2738.0|0.0
376.0|4291.0|0.0
376.0|3928.0|0.0
376.0|7751.0|0.0
376.0|5665.0|0.0
376.0|8764.0|0.0
376.0|3221.0|0.0
376.0|8787.0|0.0
376.0|7163.0|0.0
376.0|3504.0|0.0
376.0|3611.0|0.0
376.0|3495.0|0.0
376.0|6482.0|0.0
376.0|7331.0|0.0
376.0|7367.0|0.0
376.0|5331.0|0.0
376.0|6674.0|0.0
376.0|8726.0|0.0
376.0|5418.0|0.0
376.0|2728.0|0.0
376.0|8500.0|0.0
376.0|6716.0|0.0
376.0|7700.0|0.0
376.0|3902.0|0.0
376.0|2974.0|0.0
376.0|8553.0|0.0
376.0|3374.0|0.0
376.0|4330.0|0.0
376.0|6809.0|0.0
376.0|7229.0|0.0
376.0|7622.0|0.0
376.0|2994.0|0.0
376.0|8651.0|0.0
376.0|4416.0|0.0
376.0|4576.0|0.0
376.0|6626.0|0.0
376.0|4366.0|0.0
376.0|5032.0|0.0
376.0|3447.0|0.0
376.0|5684.0|0.0
376.0|5491.0|0.0
376.0|3655.0|0.0
376.0|6742.0|0.0
376.0|3497.0|0.0
376.0|3127.0|0.0
376.0|4749.0|0.0
376.0|8559.0|0.0
376.0|7383.0|0.0
376.0|4748.0|0.0
376.0|7712.0|0.0
376.0|3268.0|0.0
376.0|5581.0|0.0
376.0|2855.0|0.0
376.0|3813.0|0.0
376.0|7801.0|0.0
376.0|7023.0|0.0
376.0|4685.0|0.0
376.0|3252.0|0.0
376.0|6093.0|0.0
376.0|2946.0|0.0
376.0|4119.0|0.0
376.0|6346.0|0.0
376.0|3054.0|0.0
376.0|2935.0|0.0
376.0|4573.0|0.0
376.0|6823.0|0.0
376.0|3321.0|0.0
376.0|4632.0|0.0
376.0|3687.0|0.0
376.0|7319.0|0.0
376.0|4235.0|0.0
376.0|2980.0|0.0
376.0|2847.0|0.0
376.0|4645.0|0.0
376.0|5616.0|0.0
376.0|7682.0|0.0
376.0|3424.0|0.0
376.0|3827.0|0.0
376.0|5702.0|0.0
376.0|4666.0|0.0
376.0|3105.0|0.0
376.0|2902.0|0.0
376.0|3329.0|0.0
376.0|2734.0|0.0
376.0|7686.0|0.0
376.0|3080.0|0.0
376.0|5977.0|0.0
376.0|6348.0|0.0
376.0|7918.0|0.0
376.0|3749.0|0.0
376.0|3059.0|0.0
376.0|8729.0|0.0
376.0|8721.0|0.0
376.0|2924.0|0.0
376.0|4560.0|0.0
376.0|4032.0|0.0
376.0|8185.0|0.0
376.0|4949.0|0.0
376.0|4581.0|0.0
376.0|4211.0|0.0
376.0|5690.0|0.0
376.0|7703.0|0.0
376.0|8663.0|0.0
376.0|5792.0|0.0
376.0|6272.0|0.0
376.0|5711.0|0.0
376.0|6480.0|0.0
376.0|3877.0|0.0
376.0|8125.0|0.0
376.0|6900.0|0.0
376.0|8696.0|0.0
376.0|3842.0|0.0
376.0|3694.0|0.0
376.0|7667.0|0.0
376.0|8739.0|0.0
376.0|8634.0|0.0
376.0|6902.0|0.0
376.0|5493.0|0.0
376.0|4717.0|0.0
376.0|5424.0|0.0
376.0|7005.0|0.0
376.0|3032.0|0.0
376.0|8793.0|0.0
376.0|6937.0|0.0
376.0|8803.0|0.0
376.0|5716.0|0.0
376.0|6430.0|0.0
376.0|4488.0|0.0
376.0|6671.0|0.0
376.0|6799.0|0.0
376.0|4266.0|0.0
376.0|6435.0|0.0
376.0|6326.0|0.0
376.0|5399.0|0.0
376.0|6454.0|0.0
376.0|5518.0|0.0
376.0|4103.0|0.0
376.0|8555.0|0.0
376.0|4607.0|0.0
376.0|4620.0|0.0
376.0|3907.0|0.0
376.0|3451.0|0.0
376.0|6300.0|0.0
376.0|3387.0|0.0
376.0|5544.0|0.0
376.0|8453.0|0.0
376.0|3433.0|0.0
376.0|5553.0|0.0
376.0|6867.0|0.0
376.0|6396.0|0.0
376.0|5901.0|0.0
376.0|6079.0|0.0
376.0|6607.0|0.0
376.0|5959.0|0.0
376.0|4362.0|0.0
376.0|5538.0|0.0
376.0|3098.0|0.0
376.0|6378.0|0.0
376.0|3824.0|0.0
376.0|6427.0|0.0
376.0|8804.0|0.0
376.0|6135.0|0.0
376.0|5367.0|0.0
376.0|3250.0|0.0
376.0|3232.0|0.0
376.0|3773.0|0.0
376.0|4642.0|0.0
376.0|5945.0|0.0
376.0|6832.0|0.0
376.0|3356.0|0.0
376.0|3099.0|0.0
376.0|2811.0|0.0
376.0|7752.0|0.0
376.0|6187.0|0.0
376.0|5478.0|0.0
376.0|3872.0|0.0
376.0|6247.0|0.0
376.0|4701.0|0.0
376.0|2867.0|0.0
376.0|7400.0|0.0
376.0|7208.0|0.0
376.0|2893.0|0.0
376.0|3566.0|0.0
376.0|7349.0|0.0
376.0|5522.0|0.0
376.0|7576.0|0.0
376.0|3445.0|0.0
376.0|3436.0|0.0
376.0|3177.0|0.0
376.0|2955.0|0.0
376.0|7746.0|0.0
376.0|7315.0|0.0
376.0|3013.0|0.0
376.0|2853.0|0.0
376.0|7665.0|0.0
376.0|3629.0|0.0
376.0|4667.0|0.0
376.0|3150.0|0.0
376.0|6475.0|0.0
376.0|3333.0|0.0
376.0|7765.0|0.0
376.0|6965.0|0.0
376.0|4746.0|0.0
376.0|3363.0|0.0
376.0|7702.0|0.0
376.0|4774.0|0.0
376.0|8654.0|0.0
376.0|2957.0|0.0
376.0|7615.0|0.0
376.0|3227.0|0.0
376.0|3119.0|0.0
376.0|3661.0|0.0
376.0|8677.0|0.0
376.0|5014.0|0.0
376.0|7800.0|0.0
376.0|4406.0|0.0
7183.0|5831.0|0.0
7183.0|492.0|-0.24281617530367836
7183.0|4597.0|0.0
7183.0|344.0|0.0
7183.0|8400.0|0.0
7183.0|44.0|0.0
7183.0|5551.0|0.0
7183.0|3797.0|0.0
7183.0|7106.0|0.0
1501.0|8289.0|0.0
1501.0|7955.0|0.0
1501.0|7699.0|0.0
1501.0|3700.0|0.0
1501.0|4214.0|0.0
1501.0|6535.0|0.0
1501.0|2975.0|0.0
1501.0|2868.0|0.0
1501.0|6804.0|0.0
1501.0|8652.0|0.0
1501.0|3044.0|0.0
1501.0|6313.0|0.0
1501.0|8447.0|0.0
1501.0|3320.0|0.0
1501.0|4597.0|0.0
1501.0|3224.0|0.0
1501.0|6806.0|0.0
1501.0|5314.0|0.0
1501.0|8086.0|0.0
1501.0|7956.0|0.0
1501.0|4482.0|0.0
1501.0|4309.0|0.0
1501.0|7605.0|0.0
1501.0|7566.0|0.0
1501.0|4037.0|0.0
1501.0|6089.0|-0.7934920476158722
1501.0|8233.0|0.0
1501.0|7704.0|0.0
1501.0|3146.0|0.0
1501.0|2976.0|0.0
1501.0|4039.0|0.0
1501.0|7150.0|0.0
1501.0|4159.0|0.0
1501.0|5839.0|0.0
1501.0|3062.0|0.0
1501.0|5636.0|0.0
1501.0|8108.0|0.0
1501.0|6046.0|0.0
1501.0|4595.0|0.0
1501.0|6277.0|0.0
1501.0|4471.0|0.0
1501.0|6963.0|0.0
1501.0|7140.0|0.0
1501.0|6680.0|0.0
1501.0|6600.0|0.0
1501.0|6428.0|0.0
1501.0|6769.0|0.0
1501.0|5869.0|0.0
1501.0|3398.0|0.0
1501.0|3823.0|0.0
1501.0|5310.0|0.0
1501.0|4652.0|0.0
1501.0|4517.0|0.0
1501.0|5880.0|0.0
1501.0|5721.0|0.0
1501.0|7944.0|0.0
1501.0|4609.0|0.0
1501.0|7104.0|0.0
1501.0|2974.0|0.0
1501.0|7040.0|0.0
1501.0|6254.0|0.0
1501.0|7174.0|0.0
1501.0|6559.0|0.0
1501.0|6311.0|0.0
1501.0|8547.0|0.0
1501.0|5616.0|0.0
1501.0|8351.0|0.0
1501.0|7389.0|0.0
1501.0|6607.0|0.0
1501.0|3290.0|0.0
1501.0|3301.0|0.0
1501.0|4494.0|0.0
1501.0|4515.0|0.0
1501.0|5601.0|0.0
1501.0|4463.0|0.0
860.0|7583.0|0.0
860.0|4174.0|0.0
860.0|4176.0|0.08803882581704879
860.0|3078.0|0.0
860.0|7029.0|0.0325276837458147
860.0|7150.0|0.6787249496660344
860.0|7199.0|0.0
860.0|4823.0|0.0
860.0|8351.0|0.0
860.0|5466.0|0.0
7855.0|2767.0|0.0
7855.0|8528.0|0.0
7855.0|7894.0|0.0
7855.0|653.0|0.0
7855.0|8266.0|0.0
7855.0|491.0|0.0
7855.0|4473.0|0.0
7855.0|7943.0|0.0
3026.0|473.0|0.0
3026.0|5612.0|0.0
3026.0|7485.0|0.0
3026.0|1870.0|0.0
3026.0|279.0|0.0
3026.0|3987.0|0.0
3026.0|2212.0|0.0
3026.0|5827.0|0.0
3026.0|1470.0|0.0
3026.0|3158.0|0.0
3026.0|158.0|0.0
3026.0|6667.0|0.0
3026.0|4423.0|0.0
3026.0|170.0|0.0
3026.0|1105.0|0.0
3026.0|2578.0|0.0
3026.0|1752.0|0.0
3026.0|8495.0|0.0
3026.0|8251.0|0.0
3026.0|3472.0|0.0
3026.0|2537.0|0.0
3026.0|6627.0|0.0
3026.0|5297.0|0.0
3026.0|3927.0|0.0
3026.0|1527.0|0.0
3026.0|2633.0|0.0
3026.0|5413.0|0.0
3026.0|3628.0|0.0
3026.0|44.0|2.033215314154555
3026.0|631.0|0.0
3026.0|1001.0|0.0
3026.0|1076.0|0.0
3026.0|588.0|0.0
3026.0|8372.0|0.05383435843408008
3026.0|875.0|0.0
3026.0|2110.0|0.0
3026.0|8676.0|0.0
3026.0|1522.0|0.0
3026.0|7109.0|0.0
3026.0|2655.0|0.0
3026.0|3568.0|0.0
3026.0|418.0|0.0
3026.0|3464.0|0.0
3026.0|2434.0|0.0
3026.0|5873.0|0.0
3026.0|5721.0|0.0
3026.0|551.0|0.0
3026.0|7868.0|0.0
3026.0|6940.0|0.0
3026.0|3317.0|0.0
3026.0|3795.0|0.0
3026.0|2780.0|0.0
3026.0|7821.0|0.0
3026.0|5549.0|0.0
3026.0|2698.0|0.0
3026.0|3380.0|0.0
3026.0|4338.0|0.0
3026.0|5553.0|0.0
3026.0|2185.0|0.0
3026.0|3218.0|0.0
3026.0|325.0|0.0
3026.0|7215.0|0.0
3026.0|7332.0|0.0
3026.0|474.0|0.0
3026.0|7219.0|0.0
3026.0|4061.0|0.0
3026.0|7635.0|0.0
3026.0|4774.0|0.0
3281.0|1269.0|0.0
3281.0|4434.0|0.0
3281.0|3987.0|0.0
3281.0|937.0|0.026415649602847074
3281.0|4546.0|0.0
3281.0|8776.0|0.0
3281.0|7910.0|0.0
3281.0|4728.0|0.0
3281.0|1100.0|0.0
3281.0|6083.0|0.0
3281.0|428.0|0.0
3281.0|537.0|-0.4930643295509734
3281.0|7552.0|0.0
3281.0|4429.0|0.0
3281.0|4614.0|0.0
3281.0|1137.0|0.0
3281.0|872.0|0.0
3281.0|39.0|0.0
3281.0|7494.0|0.0
3281.0|1275.0|0.0
3281.0|991.0|0.0
3281.0|1593.0|0.0
3281.0|1224.0|0.0
3281.0|7217.0|0.0
3281.0|1666.0|0.0
3281.0|1191.0|0.0
3281.0|1001.0|0.0
3281.0|3067.0|0.0
3281.0|634.0|0.0
3281.0|6190.0|0.0
3281.0|2188.0|0.0
3281.0|920.0|0.0
3281.0|7226.0|0.0
3281.0|5494.0|0.0
3281.0|1239.0|0.0
3281.0|2942.0|0.0
3281.0|2171.0|0.0
3281.0|4234.0|0.0
3281.0|1912.0|0.0
3281.0|5324.0|0.0
3281.0|965.0|0.0
3281.0|1359.0|0.0
3281.0|1255.0|0.0
3281.0|1833.0|0.0
3281.0|2149.0|0.0
3281.0|6093.0|0.0
